scenario_id,exec_num,frame,scenario_status,ego_id,c_x,c_y,c_speed,c_acceleration,target_speed,c_steer,c_throttle,c_brake,perceived_c_x,perceived_c_y,perceived_c_speed,gaze_direction,preceding_id,a_x,a_y,a_speed
0,1,5,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,0.7839999794960022,0.7839999794960022,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,6,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,1.1760001182556152,1.1760001182556152,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,7,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,1.5680001974105835,1.5680001974105835,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,8,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,1.9600002765655518,1.9600002765655518,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,9,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,2.3520004749298096,2.3520004749298096,2.8999536,0.0,0.0,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,10,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,2.744000196456909,2.744000196456909,2.8999536,0.10000000149011612,0.5479531288146973,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,11,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,3.1359996795654297,3.1359996795654297,2.8999536,0.10000000149011612,0.15630535781383514,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,12,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,3.52799916267395,3.52799916267395,2.8999536,0.10000000149011612,0.0,0.23581214249134064,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,13,ScenarioState.PENDING,50.0,-330.75213623046875,466.18218994140625,3.9199986457824707,3.9199986457824707,2.8999536,0.10000000149011612,0.0,0.30000001192092896,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,14,ScenarioState.PENDING,50.0,-330.75213623046875,466.18212890625,3.8775525093078613,3.8775525093078613,2.8999536,0.10000000149011612,0.0,0.30000001192092896,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,15,ScenarioState.PENDING,50.0,-330.75225830078125,466.1819763183594,2.164219856262207,2.164219856262207,2.8999536,0.10000000149011612,0.0,0.30000001192092896,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,16,ScenarioState.PENDING,50.0,-330.75262451171875,466.181640625,0.1517651230096817,0.1517651230096817,2.8999536,0.10000000149011612,0.7350227236747742,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,17,ScenarioState.PENDING,50.0,-330.7528076171875,466.1812438964844,0.2600179612636566,0.2600179612636566,2.8999536,0.10000000149011612,0.9900000095367432,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,18,ScenarioState.PENDING,50.0,-330.7529296875,466.18115234375,0.2987718880176544,0.2987718880176544,2.9367413507430324,0.10000000149011612,0.9900000095367432,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
0,1,19,ScenarioState.PENDING,50.0,-330.75299072265625,466.1812438964844,0.2925238609313965,0.2925238609313965,2.9367413507430324,0.10000000149011612,0.9900000095367432,0.0,0.0,0.0,0.0,GazeDirection.CENTER,47.0,67.46499633789062,0.9599999785423279,39.5500602722168
